addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
314,Elm Street,,,Staunton,VA,24401,38.17531281,-79.07504449,,
316,Elm Street,,,Staunton,VA,24401,38.17514298,-79.07522561,,
320,Elm Street,,,Staunton,VA,24401,38.17517201,-79.07553295,,
322,Elm Street,,,Staunton,VA,24401,38.17517851,-79.07581139,,
324,Elm Street,,,Staunton,VA,24401,38.1753645,-79.07594798,,
326,Elm Street,,,Staunton,VA,24401,38.17521359,-79.07609007,,
328,Elm Street,,,Staunton,VA,24401,38.17519302,-79.07626468,,
334,Elm Street,,,Staunton,VA,24401,38.17520584,-79.07646078,,
338,Elm Street,,,Staunton,VA,24401,38.17524196,-79.07672948,,
307A,Elm Street,,,Staunton,VA,24401,38.17475153,-79.07432153,,
316A,Elm Street,,,Staunton,VA,24401,38.17532819,-79.0753521,,
1701,Englewood Drive,,,Staunton,VA,24401,38.17232552,-79.08930163,,
1703,Englewood Drive,,,Staunton,VA,24401,38.1724517,-79.08929378,,
1705,Englewood Drive,,,Staunton,VA,24401,38.17268501,-79.0893519,,
1709,Englewood Drive,,,Staunton,VA,24401,38.17294654,-79.08937178,,
1711,Englewood Drive,,,Staunton,VA,24401,38.17364371,-79.08774881,,
1717,Englewood Drive,,,Staunton,VA,24401,38.17352717,-79.08957477,,
1721,Englewood Drive,,1,Staunton,VA,24401,38.17384376,-79.08977838,,
1721,Englewood Drive,,201,Staunton,VA,24401,38.17385451,-79.08970821,,
1721,Englewood Drive,,,Staunton,VA,24401,38.17381619,-79.08986077,,
1726,Englewood Drive,,,Staunton,VA,24401,38.17344002,-79.08995249,,
1727,Englewood Drive,,,Staunton,VA,24401,38.17424088,-79.08979067,,
1728,Englewood Drive,,,Staunton,VA,24401,38.17443277,-79.09043619,,
1731,Englewood Drive,,,Staunton,VA,24401,38.17462271,-79.08969539,,
1736,Englewood Drive,,,Staunton,VA,24401,38.17531775,-79.09013826,,
1737,Englewood Drive,,,Staunton,VA,24401,38.17489642,-79.08961772,,
1739,Englewood Drive,,,Staunton,VA,24401,38.17512863,-79.08942874,,
1740,Englewood Drive,,,Staunton,VA,24401,38.17544314,-79.08994176,,
1742,Englewood Drive,,A1,Staunton,VA,24401,38.17561877,-79.09054081,,
1742,Englewood Drive,,A10,Staunton,VA,24401,38.17573192,-79.0906507,,
1742,Englewood Drive,,A11,Staunton,VA,24401,38.17569254,-79.09061262,,
1742,Englewood Drive,,A12,Staunton,VA,24401,38.17565458,-79.0905773,,
1742,Englewood Drive,,A2,Staunton,VA,24401,38.17564904,-79.09049403,,
1742,Englewood Drive,,A3,Staunton,VA,24401,38.17568459,-79.09043285,,
1742,Englewood Drive,,A4,Staunton,VA,24401,38.1757175,-79.09046317,,
1742,Englewood Drive,,A5,Staunton,VA,24401,38.17576176,-79.09050252,,
1742,Englewood Drive,,A6,Staunton,VA,24401,38.17579876,-79.0905406,,
1742,Englewood Drive,,A7,Staunton,VA,24401,38.1758387,-79.09057592,,
1742,Englewood Drive,,A8,Staunton,VA,24401,38.17581196,-79.09063768,,
1742,Englewood Drive,,A9,Staunton,VA,24401,38.17576904,-79.09068641,,
1742,Englewood Drive,,B1,Staunton,VA,24401,38.17590836,-79.09064198,,
1742,Englewood Drive,,B2,Staunton,VA,24401,38.17587315,-79.09070721,,
1742,Englewood Drive,,B3,Staunton,VA,24401,38.17584399,-79.09076096,,
1742,Englewood Drive,,B4,Staunton,VA,24401,38.17590796,-79.09081832,,
1742,Englewood Drive,,B5,Staunton,VA,24401,38.17600495,-79.0909101,,
1742,Englewood Drive,,B6,Staunton,VA,24401,38.17604107,-79.09086406,,
1742,Englewood Drive,,B7,Staunton,VA,24401,38.17607129,-79.09080233,,
1742,Englewood Drive,,B8,Staunton,VA,24401,38.17598069,-79.09070866,,
1742,Englewood Drive,,C1,Staunton,VA,24401,38.17602357,-79.09125883,,
1742,Englewood Drive,,C2,Staunton,VA,24401,38.17609921,-79.09121954,,
1742,Englewood Drive,,C3,Staunton,VA,24401,38.17618111,-79.09117516,,
1742,Englewood Drive,,C4,Staunton,VA,24401,38.17620278,-79.09124099,,
1742,Englewood Drive,,C5,Staunton,VA,24401,38.17622102,-79.09129667,,
1742,Englewood Drive,,C6,Staunton,VA,24401,38.17613971,-79.09133888,,
1742,Englewood Drive,,C7,Staunton,VA,24401,38.17606647,-79.09137995,,
1742,Englewood Drive,,C8,Staunton,VA,24401,38.17604461,-79.09132644,,
1742,Englewood Drive,,D1,Staunton,VA,24401,38.17630245,-79.09108679,,
1742,Englewood Drive,,D2,Staunton,VA,24401,38.17636826,-79.09096335,,
1742,Englewood Drive,,D3,Staunton,VA,24401,38.17643838,-79.09083772,,
1742,Englewood Drive,,D4,Staunton,VA,24401,38.17648229,-79.09087799,,
1742,Englewood Drive,,D5,Staunton,VA,24401,38.17652411,-79.09090968,,
1742,Englewood Drive,,D6,Staunton,VA,24401,38.17645964,-79.09102978,,
1742,Englewood Drive,,D7,Staunton,VA,24401,38.1763876,-79.09115516,,
1742,Englewood Drive,,D8,Staunton,VA,24401,38.17634468,-79.09112826,,
1742,Englewood Drive,,E1,Staunton,VA,24401,38.17646441,-79.0907687,,
1742,Englewood Drive,,E2,Staunton,VA,24401,38.17650318,-79.09068128,,
1742,Englewood Drive,,E3,Staunton,VA,24401,38.17653554,-79.09060336,,
1742,Englewood Drive,,E4,Staunton,VA,24401,38.17657989,-79.09063738,,
1742,Englewood Drive,,E5,Staunton,VA,24401,38.17662745,-79.09066458,,
1742,Englewood Drive,,E6,Staunton,VA,24401,38.17659826,-79.09073696,,
1742,Englewood Drive,,E7,Staunton,VA,24401,38.17655856,-79.09083049,,
1742,Englewood Drive,,E8,Staunton,VA,24401,38.1765088,-79.09080626,,
1742,Englewood Drive,,F1,Staunton,VA,24401,38.1765603,-79.09052627,,
1742,Englewood Drive,,F2,Staunton,VA,24401,38.17659056,-79.09045786,,
