addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
520,Baltimore Avenue,,,Staunton,VA,24401,38.14322649,-79.07200791,,
411A,Baltimore Avenue,,,Staunton,VA,24401,38.14461149,-79.07079447,,
421A,Baltimore Avenue,,,Staunton,VA,24401,38.1442843,-79.07097888,,
427A,Baltimore Avenue,,,Staunton,VA,24401,38.14416764,-79.07104713,,
509,Baptist Street,,,Staunton,VA,24401,38.15605021,-79.07139488,,
511,Baptist Street,,,Staunton,VA,24401,38.15611896,-79.07137356,,
512,Baptist Street,,,Staunton,VA,24401,38.15626715,-79.07164244,,
515,Baptist Street,,,Staunton,VA,24401,38.15618348,-79.071268,,
517,Baptist Street,,,Staunton,VA,24401,38.15630665,-79.07129493,,
518,Baptist Street,,,Staunton,VA,24401,38.15633704,-79.07142283,,
521,Baptist Street,,,Staunton,VA,24401,38.1563664,-79.07123485,,
523,Baptist Street,,,Staunton,VA,24401,38.15637258,-79.07108439,,
524,Baptist Street,,,Staunton,VA,24401,38.15654695,-79.07136945,,
600,Baptist Street,,,Staunton,VA,24401,38.15682218,-79.07090362,,
614,Baptist Street,,,Staunton,VA,24401,38.15709035,-79.07065789,,
615,Baptist Street,,,Staunton,VA,24401,38.15710152,-79.07048776,,
616,Baptist Street,,,Staunton,VA,24401,38.15717608,-79.07056854,,
619,Baptist Street,,,Staunton,VA,24401,38.15720814,-79.07035603,,
620,Baptist Street,,,Staunton,VA,24401,38.15740689,-79.07046819,,
623,Baptist Street,,,Staunton,VA,24401,38.15735085,-79.07024258,,
627,Baptist Street,,,Staunton,VA,24401,38.15743657,-79.07015651,,
628,Baptist Street,,,Staunton,VA,24401,38.15751758,-79.07023898,,
629,Baptist Street,,,Staunton,VA,24401,38.15750279,-79.0700932,,
631,Baptist Street,,,Staunton,VA,24401,38.15757293,-79.0700201,,
2202,Bare Street,,,Staunton,VA,24401,38.15026597,-79.09845038,,
2204,Bare Street,,,Staunton,VA,24401,38.15022229,-79.09865131,,
2206,Bare Street,,,Staunton,VA,24401,38.15018909,-79.09882451,,
2207,Bare Street,,,Staunton,VA,24401,38.15045838,-79.09898221,,
2208,Bare Street,,,Staunton,VA,24401,38.1501439,-79.09906798,,
2210,Bare Street,,,Staunton,VA,24401,38.1500963,-79.09927707,,
2212,Bare Street,,,Staunton,VA,24401,38.15005782,-79.09946986,,
2300,Bare Street,,,Staunton,VA,24401,38.14995351,-79.10011356,,
2301,Bare Street,,,Staunton,VA,24401,38.15021243,-79.10004878,,
2302,Bare Street,,,Staunton,VA,24401,38.14993919,-79.10032856,,
2303,Bare Street,,,Staunton,VA,24401,38.15016746,-79.10035196,,
2304,Bare Street,,,Staunton,VA,24401,38.14994966,-79.10049358,,
2305,Bare Street,,,Staunton,VA,24401,38.15020397,-79.10059129,,
2306,Bare Street,,,Staunton,VA,24401,38.14997664,-79.10075194,,
2400,Bare Street,,,Staunton,VA,24401,38.14996964,-79.10101003,,
2401,Bare Street,,,Staunton,VA,24401,38.15019559,-79.10111708,,
2402,Bare Street,,,Staunton,VA,24401,38.14995527,-79.1012346,,
2403,Bare Street,,,Staunton,VA,24401,38.15015452,-79.10139401,,
2404,Bare Street,,,Staunton,VA,24401,38.14988216,-79.1015017,,
2405,Bare Street,,,Staunton,VA,24401,38.15010261,-79.10157762,,
2407,Bare Street,,A,Staunton,VA,24401,38.14997418,-79.1020133,,
2407,Bare Street,,B,Staunton,VA,24401,38.15001669,-79.10206525,,
2407,Bare Street,,C,Staunton,VA,24401,38.15009953,-79.10212533,,
2407,Bare Street,,D,Staunton,VA,24401,38.1501572,-79.10215314,,
2407,Bare Street,,E,Staunton,VA,24401,38.15017771,-79.10208939,,
2407,Bare Street,,F,Staunton,VA,24401,38.15020891,-79.10204292,,
2407,Bare Street,,G,Staunton,VA,24401,38.15015433,-79.10199584,,
2407,Bare Street,,J,Staunton,VA,24401,38.15009707,-79.10195182,,
2407,Bare Street,,K,Staunton,VA,24401,38.15003648,-79.10190661,,
2407,Bare Street,,L,Staunton,VA,24401,38.14999767,-79.10195138,,
2407,Bare Street,,M,Staunton,VA,24401,38.15050308,-79.10210351,,
2407,Bare Street,,N,Staunton,VA,24401,38.15047063,-79.10217907,,
2407,Bare Street,,P,Staunton,VA,24401,38.15044782,-79.10224031,,
2407,Bare Street,,R,Staunton,VA,24401,38.15041623,-79.10232649,,
2407,Bare Street,,T,Staunton,VA,24401,38.15047525,-79.10235109,,
2407,Bare Street,,V,Staunton,VA,24401,38.15054101,-79.10239612,,
2407,Bare Street,,W,Staunton,VA,24401,38.15058258,-79.10228437,,
2407,Bare Street,,X,Staunton,VA,24401,38.15062622,-79.10217411,,
2407,Bare Street,,Y,Staunton,VA,24401,38.15056106,-79.10212905,,
2407,Bare Street,,,Staunton,VA,24401,38.15030878,-79.10216549,,
2408,Bare Street,,A,Staunton,VA,24401,38.14968662,-79.10173858,,
2408,Bare Street,,B,Staunton,VA,24401,38.14960142,-79.1018959,,
2408,Bare Street,,C,Staunton,VA,24401,38.14963313,-79.10169815,,
2408,Bare Street,,D,Staunton,VA,24401,38.14955658,-79.10185378,,
2408,Bare Street,,,Staunton,VA,24401,38.14961871,-79.10180147,,
2409,Bare Street,,,Staunton,VA,24401,38.14989226,-79.10243096,,
2410,Bare Street,,1,Staunton,VA,24401,38.14935029,-79.10230797,,
2410,Bare Street,,2,Staunton,VA,24401,38.1492409,-79.10221994,,
2410,Bare Street,,3,Staunton,VA,24401,38.14928773,-79.10226248,,
2410,Bare Street,,4,Staunton,VA,24401,38.14919499,-79.10218262,,
2410,Bare Street,,5,Staunton,VA,24401,38.14915205,-79.10215562,,
2410,Bare Street,,6,Staunton,VA,24401,38.14911953,-79.10212199,,
2410,Bare Street,,7,Staunton,VA,24401,38.14906654,-79.10207864,,
2410,Bare Street,,8,Staunton,VA,24401,38.1490222,-79.10203722,,
2410,Bare Street,,9,Staunton,VA,24401,38.14906232,-79.10191382,,
2410,Bare Street,,10,Staunton,VA,24401,38.1490865,-79.10197256,,
2410,Bare Street,,11,Staunton,VA,24401,38.14913626,-79.10197245,,
2410,Bare Street,,12,Staunton,VA,24401,38.14915919,-79.10203701,,
2410,Bare Street,,13,Staunton,VA,24401,38.14920242,-79.10201975,,
2410,Bare Street,,14,Staunton,VA,24401,38.14923319,-79.10208435,,
2410,Bare Street,,15,Staunton,VA,24401,38.14926836,-79.10207634,,
2410,Bare Street,,16,Staunton,VA,24401,38.14929871,-79.10214073,,
2410,Bare Street,,17,Staunton,VA,24401,38.14934315,-79.10213197,,
2410,Bare Street,,18,Staunton,VA,24401,38.14939254,-79.1022149,,
2410,Bare Street,,,Staunton,VA,24401,38.1491797,-79.10210647,,
2411,Bare Street,,A,Staunton,VA,24401,38.14956923,-79.10283265,,
2411,Bare Street,,B,Staunton,VA,24401,38.14953868,-79.10277894,,
2411,Bare Street,,C,Staunton,VA,24401,38.14950429,-79.10272397,,
2411,Bare Street,,D,Staunton,VA,24401,38.14947196,-79.10267577,,
2411,Bare Street,,E,Staunton,VA,24401,38.14950955,-79.10289338,,
2411,Bare Street,,F,Staunton,VA,24401,38.14946912,-79.10283681,,
