addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
1001,Rockway Street,,,Staunton,VA,24401,38.1670037,-79.07184261,,
1002,Rockway Street,,,Staunton,VA,24401,38.16659649,-79.07197569,,
1003,Rockway Street,,,Staunton,VA,24401,38.16714612,-79.07184662,,
1005,Rockway Street,,,Staunton,VA,24401,38.16728616,-79.07185384,,
1007,Rockway Street,,,Staunton,VA,24401,38.16742052,-79.07185739,,
1020,Rockway Street,,1,Staunton,VA,24401,38.16619326,-79.07310107,,
1020,Rockway Street,,2,Staunton,VA,24401,38.16619477,-79.07317628,,
1020,Rockway Street,,3,Staunton,VA,24401,38.16619483,-79.07325504,,
1020,Rockway Street,,4,Staunton,VA,24401,38.16619443,-79.07334512,,
1020,Rockway Street,,5,Staunton,VA,24401,38.16612933,-79.07312285,,
1020,Rockway Street,,6,Staunton,VA,24401,38.16613122,-79.07319521,,
1020,Rockway Street,,7,Staunton,VA,24401,38.16613257,-79.07327354,,
1020,Rockway Street,,8,Staunton,VA,24401,38.16613655,-79.07337135,,
1020,Rockway Street,,9,Staunton,VA,24401,38.16607262,-79.07310298,,
1020,Rockway Street,,10,Staunton,VA,24401,38.16606814,-79.0731872,,
1020,Rockway Street,,11,Staunton,VA,24401,38.16607099,-79.07326443,,
1020,Rockway Street,,12,Staunton,VA,24401,38.166073,-79.07336068,,
1020,Rockway Street,,,Staunton,VA,24401,38.16628776,-79.07323535,,
1022,Rockway Street,,,Staunton,VA,24401,38.16658855,-79.07267488,,
1025,Rockway Street,,,Staunton,VA,24401,38.16651699,-79.07297557,,
1103,Rockway Street,,,Staunton,VA,24401,38.16654802,-79.0721374,,
1105,Rockway Street,,,Staunton,VA,24401,38.16654744,-79.07233389,,
1109,Rockway Street,,,Staunton,VA,24401,38.16657422,-79.07248505,,
99,Rose Hill Circle,,,Staunton,VA,24401,38.17211176,-79.04927627,,
102,Rose Hill Circle,,,Staunton,VA,24401,38.17254945,-79.04950727,,
103,Rose Hill Circle,,,Staunton,VA,24401,38.17240575,-79.04896599,,
104,Rose Hill Circle,,,Staunton,VA,24401,38.17272379,-79.04915814,,
105,Rose Hill Circle,,,Staunton,VA,24401,38.17252706,-79.04865217,,
107,Rose Hill Circle,,,Staunton,VA,24401,38.17270646,-79.04834995,,
108,Rose Hill Circle,,,Staunton,VA,24401,38.17301918,-79.04854875,,
109,Rose Hill Circle,,,Staunton,VA,24401,38.17284888,-79.04804298,,
110,Rose Hill Circle,,,Staunton,VA,24401,38.17313307,-79.048313,,
111,Rose Hill Circle,,,Staunton,VA,24401,38.17300887,-79.04774731,,
112,Rose Hill Circle,,,Staunton,VA,24401,38.1733478,-79.04799318,,
113,Rose Hill Circle,,,Staunton,VA,24401,38.17333576,-79.04755781,,
