addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
537,Richmond Avenue,,,Staunton,VA,24401,38.14557702,-79.06125948,,
547,Richmond Avenue,,,Staunton,VA,24401,38.14518559,-79.06056007,,
549,Richmond Avenue,,,Staunton,VA,24401,38.14498949,-79.05991422,,
550,Richmond Avenue,,,Staunton,VA,24401,38.14385667,-79.05932199,,
555,Richmond Avenue,,,Staunton,VA,24401,38.14475473,-79.05923771,,
557,Richmond Avenue,,,Staunton,VA,24401,38.14445567,-79.05877912,,
600,Richmond Avenue,,,Staunton,VA,24401,38.14374795,-79.05848462,,
601,Richmond Avenue,,,Staunton,VA,24401,38.14437475,-79.05848544,,
603,Richmond Avenue,,,Staunton,VA,24401,38.14470723,-79.05778208,,
607,Richmond Avenue,,,Staunton,VA,24401,38.14413488,-79.05787293,,
608,Richmond Avenue,,,Staunton,VA,24401,38.14359206,-79.05770612,,
609,Richmond Avenue,,,Staunton,VA,24401,38.14454588,-79.05716377,,
610,Richmond Avenue,,,Staunton,VA,24401,38.14322506,-79.05747949,,
613,Richmond Avenue,,,Staunton,VA,24401,38.14434333,-79.05665697,,
615,Richmond Avenue,,,Staunton,VA,24401,38.1438944,-79.05702073,,
701,Richmond Avenue,,,Staunton,VA,24401,38.14348427,-79.05589972,,
702,Richmond Avenue,,1,Staunton,VA,24401,38.14281465,-79.05642202,,
702,Richmond Avenue,,2,Staunton,VA,24401,38.14286174,-79.05654311,,
702,Richmond Avenue,,3,Staunton,VA,24401,38.1429003,-79.05665509,,
702,Richmond Avenue,,,Staunton,VA,24401,38.14278975,-79.05658307,,
703,Richmond Avenue,,,Staunton,VA,24401,38.14325484,-79.05571723,,
704,Richmond Avenue,,B,Staunton,VA,24401,38.14273741,-79.05601155,,
704,Richmond Avenue,,,Staunton,VA,24401,38.14270738,-79.05615751,,
705,Richmond Avenue,,,Staunton,VA,24401,38.14303427,-79.05536553,,
707,Richmond Avenue,,A,Staunton,VA,24401,38.14298004,-79.05510289,,
707,Richmond Avenue,,B,Staunton,VA,24401,38.14297528,-79.05496478,,
707,Richmond Avenue,,C,Staunton,VA,24401,38.14292849,-79.05483193,,
707,Richmond Avenue,,,Staunton,VA,24401,38.14305625,-79.05485921,,
708,Richmond Avenue,,,Staunton,VA,24401,38.14240746,-79.05531144,,
712,Richmond Avenue,,,Staunton,VA,24401,38.1421359,-79.05458566,,
715,Richmond Avenue,,,Staunton,VA,24401,38.14285551,-79.05455062,,
723,Richmond Avenue,,,Staunton,VA,24401,38.14247871,-79.05380557,,
728,Richmond Avenue,,,Staunton,VA,24401,38.14193746,-79.05397542,,
729,Richmond Avenue,,103,Staunton,VA,24401,38.14252391,-79.05320681,,
729,Richmond Avenue,,104,Staunton,VA,24401,38.14250036,-79.0531455,,
729,Richmond Avenue,,A,Staunton,VA,24401,38.14249208,-79.05307168,,
729,Richmond Avenue,,B,Staunton,VA,24401,38.14257042,-79.05332639,,
729,Richmond Avenue,,C,Staunton,VA,24401,38.14260113,-79.05338472,,
729,Richmond Avenue,,D,Staunton,VA,24401,38.14263121,-79.0534506,,
729,Richmond Avenue,,,Staunton,VA,24401,38.14267421,-79.05320402,,
801,Richmond Avenue,,,Staunton,VA,24401,38.14229852,-79.05285456,,
802,Richmond Avenue,,,Staunton,VA,24401,38.14184931,-79.05321408,,
803,Richmond Avenue,,,Staunton,VA,24401,38.14257449,-79.05282716,,
805,Richmond Avenue,,,Staunton,VA,24401,38.14204888,-79.05256364,,
807,Richmond Avenue,,,Staunton,VA,24401,38.14176802,-79.05228334,,
808,Richmond Avenue,,,Staunton,VA,24401,38.141359,-79.05255402,,
809,Richmond Avenue,,,Staunton,VA,24401,38.14190243,-79.05204623,,
811,Richmond Avenue,,,Staunton,VA,24401,38.14159385,-79.05191469,,
812,Richmond Avenue,,,Staunton,VA,24401,38.14127518,-79.05210377,,
813,Richmond Avenue,,,Staunton,VA,24401,38.14223837,-79.05157554,,
815,Richmond Avenue,,,Staunton,VA,24401,38.1416792,-79.05155571,,
817,Richmond Avenue,,,Staunton,VA,24401,38.14141753,-79.05137501,,
818,Richmond Avenue,,,Staunton,VA,24401,38.140791,-79.05168541,,
821,Richmond Avenue,,,Staunton,VA,24401,38.1411704,-79.0509611,,
822,Richmond Avenue,,,Staunton,VA,24401,38.14056524,-79.05098254,,
823,Richmond Avenue,,1,Staunton,VA,24401,38.14107275,-79.05062684,,
823,Richmond Avenue,,2,Staunton,VA,24401,38.14108581,-79.05047855,,
823,Richmond Avenue,,3,Staunton,VA,24401,38.1410115,-79.05039885,,
823,Richmond Avenue,,4,Staunton,VA,24401,38.14088733,-79.05055412,,
823,Richmond Avenue,,A,Staunton,VA,24401,38.14106809,-79.05032101,,
823,Richmond Avenue,,B,Staunton,VA,24401,38.14098269,-79.05068856,,
