addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
325,Campbell Street,,C7,Staunton,VA,24401,38.13189609,-79.06036776,,
325,Campbell Street,,,Staunton,VA,24401,38.13200094,-79.06026544,,
326,Campbell Street,,,Staunton,VA,24401,38.13159532,-79.06009722,,
328,Campbell Street,,,Staunton,VA,24401,38.1315837,-79.05986104,,
329,Campbell Street,,,Staunton,VA,24401,38.13180043,-79.05982873,,
330,Campbell Street,,,Staunton,VA,24401,38.13153805,-79.05967715,,
331,Campbell Street,,,Staunton,VA,24401,38.13179263,-79.05958847,,
332,Campbell Street,,,Staunton,VA,24401,38.13153714,-79.0594936,,
333,Campbell Street,,,Staunton,VA,24401,38.13178314,-79.05933008,,
334,Campbell Street,,,Staunton,VA,24401,38.13153801,-79.05931459,,
335,Campbell Street,,,Staunton,VA,24401,38.13178769,-79.05912844,,
336,Campbell Street,,,Staunton,VA,24401,38.13152807,-79.05914683,,
337,Campbell Street,,,Staunton,VA,24401,38.13178124,-79.0589811,,
338,Campbell Street,,,Staunton,VA,24401,38.13152957,-79.05883641,,
339,Campbell Street,,,Staunton,VA,24401,38.13177509,-79.05877032,,
340,Campbell Street,,,Staunton,VA,24401,38.1315163,-79.05861651,,
341,Campbell Street,,,Staunton,VA,24401,38.13175525,-79.05843027,,
342,Campbell Street,,,Staunton,VA,24401,38.13151949,-79.05832649,,
343,Campbell Street,,,Staunton,VA,24401,38.13175859,-79.05810627,,
344,Campbell Street,,,Staunton,VA,24401,38.13153134,-79.05809545,,
345,Campbell Street,,,Staunton,VA,24401,38.13174877,-79.05791585,,
346,Campbell Street,,,Staunton,VA,24401,38.13152862,-79.05791642,,
347,Campbell Street,,,Staunton,VA,24401,38.13175145,-79.05773006,,
349,Campbell Street,,,Staunton,VA,24401,38.13174156,-79.05755324,,
350,Campbell Street,,,Staunton,VA,24401,38.13150302,-79.05765564,,
351,Campbell Street,,,Staunton,VA,24401,38.13172804,-79.05738772,,
352,Campbell Street,,,Staunton,VA,24401,38.131499,-79.05737463,,
353,Campbell Street,,,Staunton,VA,24401,38.13173987,-79.05715895,,
354,Campbell Street,,,Staunton,VA,24401,38.13147462,-79.05686007,,
355,Campbell Street,,,Staunton,VA,24401,38.13174319,-79.05683947,,
400,Campbell Street,,,Staunton,VA,24401,38.13150421,-79.05647282,,
401,Campbell Street,,,Staunton,VA,24401,38.13174375,-79.05635003,,
402,Campbell Street,,,Staunton,VA,24401,38.13135958,-79.05621566,,
404,Campbell Street,,,Staunton,VA,24401,38.131311,-79.05589352,,
406,Campbell Street,,,Staunton,VA,24401,38.13137994,-79.05566495,,
407,Campbell Street,,,Staunton,VA,24401,38.13162682,-79.05572373,,
408,Campbell Street,,,Staunton,VA,24401,38.13145586,-79.05550918,,
410,Campbell Street,,,Staunton,VA,24401,38.1315583,-79.05542159,,
412,Campbell Street,,,Staunton,VA,24401,38.13183627,-79.05534238,,
413,Campbell Street,,,Staunton,VA,24401,38.13198322,-79.05567661,,
414,Campbell Street,,,Staunton,VA,24401,38.13205048,-79.05534171,,
415,Campbell Street,,,Staunton,VA,24401,38.13218171,-79.05563934,,
416,Campbell Street,,,Staunton,VA,24401,38.13228248,-79.05528305,,
417,Campbell Street,,,Staunton,VA,24401,38.13237371,-79.05561388,,
418,Campbell Street,,,Staunton,VA,24401,38.13250406,-79.05513718,,
419,Campbell Street,,,Staunton,VA,24401,38.13258213,-79.05544553,,
420,Campbell Street,,,Staunton,VA,24401,38.13267714,-79.05504065,,
421,Campbell Street,,,Staunton,VA,24401,38.1327777,-79.05534506,,
422,Campbell Street,,,Staunton,VA,24401,38.13286526,-79.05495818,,
423,Campbell Street,,,Staunton,VA,24401,38.13302358,-79.05520419,,
424,Campbell Street,,,Staunton,VA,24401,38.13306739,-79.05487904,,
425,Campbell Street,,,Staunton,VA,24401,38.13323337,-79.05512422,,
426,Campbell Street,,,Staunton,VA,24401,38.13324736,-79.05474777,,
427,Campbell Street,,,Staunton,VA,24401,38.13348148,-79.05505882,,
428,Campbell Street,,,Staunton,VA,24401,38.13338883,-79.05465026,,
429,Campbell Street,,,Staunton,VA,24401,38.13359615,-79.0548664,,
430,Campbell Street,,,Staunton,VA,24401,38.13350251,-79.05472376,,
341A,Campbell Street,,,Staunton,VA,24401,38.13195124,-79.05823484,,
307,Canaan Street,,,Staunton,VA,24401,38.15731469,-79.09298664,,
309,Canaan Street,,,Staunton,VA,24401,38.15743385,-79.09291671,,
311,Canaan Street,,,Staunton,VA,24401,38.1575555,-79.09284437,,
313,Canaan Street,,,Staunton,VA,24401,38.15767915,-79.09277092,,
315,Canaan Street,,,Staunton,VA,24401,38.15780312,-79.09269708,,
317,Canaan Street,,,Staunton,VA,24401,38.15792842,-79.09262304,,
319,Canaan Street,,,Staunton,VA,24401,38.15805284,-79.09254917,,
321,Canaan Street,,,Staunton,VA,24401,38.15817508,-79.09247737,,
323,Canaan Street,,,Staunton,VA,24401,38.15830404,-79.09240415,,
325,Canaan Street,,,Staunton,VA,24401,38.15816589,-79.09160325,,
300,Candlelight Drive,,,Staunton,VA,24401,38.17347624,-79.04564365,,
302,Candlelight Drive,,,Staunton,VA,24401,38.17360036,-79.04515767,,
303,Candlelight Drive,,,Staunton,VA,24401,38.17315768,-79.04492586,,
304,Candlelight Drive,,,Staunton,VA,24401,38.17351265,-79.04474835,,
305,Candlelight Drive,,,Staunton,VA,24401,38.17318298,-79.04453914,,
401,Candlelight Drive,,,Staunton,VA,24401,38.17321101,-79.04415887,,
402,Candlelight Drive,,,Staunton,VA,24401,38.17360557,-79.04401672,,
403,Candlelight Drive,,,Staunton,VA,24401,38.17331147,-79.04375605,,
405,Candlelight Drive,,,Staunton,VA,24401,38.17323775,-79.04344488,,
700,Carann Street,,,Staunton,VA,24401,38.1336843,-79.07202762,,
701,Carann Street,,,Staunton,VA,24401,38.13362446,-79.07163965,,
702,Carann Street,,,Staunton,VA,24401,38.1334513,-79.07191021,,
703,Carann Street,,,Staunton,VA,24401,38.1333928,-79.07152226,,
704,Carann Street,,,Staunton,VA,24401,38.13321171,-79.07176896,,
705,Carann Street,,,Staunton,VA,24401,38.13319199,-79.07141191,,
707,Carann Street,,,Staunton,VA,24401,38.13301395,-79.07131024,,
709,Carann Street,,,Staunton,VA,24401,38.13281978,-79.07121523,,
710,Carann Street,,,Staunton,VA,24401,38.13277249,-79.07154966,,
711,Carann Street,,,Staunton,VA,24401,38.13262434,-79.07110323,,
712,Carann Street,,,Staunton,VA,24401,38.13258775,-79.07144624,,
713,Carann Street,,,Staunton,VA,24401,38.13237934,-79.07097044,,
714,Carann Street,,,Staunton,VA,24401,38.1323803,-79.07132224,,
715,Carann Street,,,Staunton,VA,24401,38.13216913,-79.07086001,,
719,Carann Street,,,Staunton,VA,24401,38.13196275,-79.07079041,,
720,Carann Street,,,Staunton,VA,24401,38.13195718,-79.07110477,,
721,Carann Street,,,Staunton,VA,24401,38.13168775,-79.07075256,,
722,Carann Street,,,Staunton,VA,24401,38.13171967,-79.0710859,,
70A,Carann Street,,,Staunton,VA,24401,38.13077149,-79.07267999,,
20,Cardinal Drive,,,Staunton,VA,24401,38.14941206,-79.06499324,,
22,Cardinal Drive,,,Staunton,VA,24401,38.14919696,-79.06430539,,
300,Cardinal Street,,,Staunton,VA,24401,38.17073189,-79.09996064,,
301,Cardinal Street,,,Staunton,VA,24401,38.17099843,-79.10010492,,
302,Cardinal Street,,,Staunton,VA,24401,38.17077644,-79.09965267,,
303,Cardinal Street,,,Staunton,VA,24401,38.17106186,-79.09983641,,
304,Cardinal Street,,,Staunton,VA,24401,38.17082811,-79.0993508,,
305,Cardinal Street,,,Staunton,VA,24401,38.17113011,-79.09955886,,
403,Cardinal Street,,,Staunton,VA,24401,38.17196428,-79.09559055,,
405,Cardinal Street,,,Staunton,VA,24401,38.17191761,-79.09585014,,
407,Cardinal Street,,,Staunton,VA,24401,38.17183981,-79.09613064,,
409,Cardinal Street,,,Staunton,VA,24401,38.17176882,-79.0964777,,
411,Cardinal Street,,,Staunton,VA,24401,38.171691,-79.09676122,,
413,Cardinal Street,,,Staunton,VA,24401,38.17161298,-79.09708403,,
414,Cardinal Street,,,Staunton,VA,24401,38.17133139,-79.09708171,,
415,Cardinal Street,,,Staunton,VA,24401,38.17155393,-79.09742816,,
416,Cardinal Street,,,Staunton,VA,24401,38.17125312,-79.09745289,,
417,Cardinal Street,,,Staunton,VA,24401,38.1714855,-79.09774198,,
418,Cardinal Street,,,Staunton,VA,24401,38.17117266,-79.09778475,,
419,Cardinal Street,,,Staunton,VA,24401,38.17140755,-79.09804968,,
421,Cardinal Street,,,Staunton,VA,24401,38.17134146,-79.09837259,,
500,Cardinal Street,,,Staunton,VA,24401,38.17150602,-79.0964622,,
9,Caroline Street,,,Staunton,VA,24401,38.15700852,-79.07126037,,
11,Caroline Street,,,Staunton,VA,24401,38.15693761,-79.07114378,,
14,Caroline Street,,,Staunton,VA,24401,38.15669042,-79.07122935,,
15,Caroline Street,,,Staunton,VA,24401,38.15684177,-79.07097855,,
101,Caroline Street,,,Staunton,VA,24401,38.15672183,-79.07080037,,
103,Caroline Street,,,Staunton,VA,24401,38.15665789,-79.07070169,,
104,Caroline Street,,,Staunton,VA,24401,38.15651816,-79.07086252,,
105,Caroline Street,,,Staunton,VA,24401,38.15660201,-79.07059797,,
107,Caroline Street,,,Staunton,VA,24401,38.15653401,-79.07050436,,
108,Caroline Street,,,Staunton,VA,24401,38.15647862,-79.0707143,,
203,Carriage Drive,,,Staunton,VA,24401,38.17279532,-79.04540507,,
206,Carriage Drive,,,Staunton,VA,24401,38.1730176,-79.04580805,,
209,Carriage Drive,,,Staunton,VA,24401,38.17319438,-79.04532475,,
302,Carriage Drive,,,Staunton,VA,24401,38.17332729,-79.0458937,,
303,Carriage Drive,,,Staunton,VA,24401,38.17389632,-79.04563612,,
304,Carriage Drive,,,Staunton,VA,24401,38.17356157,-79.04602811,,
101,Carrsbrook Drive,,,Staunton,VA,24401,38.18017786,-79.05261464,,
102,Carrsbrook Drive,,,Staunton,VA,24401,38.1809247,-79.05353719,,
103,Carrsbrook Drive,,,Staunton,VA,24401,38.18059395,-79.05364916,,
104,Carrsbrook Drive,,,Staunton,VA,24401,38.18083652,-79.05386734,,
105,Carrsbrook Drive,,,Staunton,VA,24401,38.18042159,-79.05412182,,
106,Carrsbrook Drive,,,Staunton,VA,24401,38.18077035,-79.05417681,,
107,Carrsbrook Drive,,,Staunton,VA,24401,38.18011775,-79.0544428,,
108,Carrsbrook Drive,,,Staunton,VA,24401,38.18062598,-79.05437457,,
109,Carrsbrook Drive,,,Staunton,VA,24401,38.17991766,-79.05475604,,
110,Carrsbrook Drive,,,Staunton,VA,24401,38.18044017,-79.05455574,,
111,Carrsbrook Drive,,,Staunton,VA,24401,38.1797715,-79.05510321,,
112,Carrsbrook Drive,,,Staunton,VA,24401,38.18015925,-79.05493402,,
113,Carrsbrook Drive,,,Staunton,VA,24401,38.17962774,-79.05546943,,
114,Carrsbrook Drive,,,Staunton,VA,24401,38.1799952,-79.05534179,,
115,Carrsbrook Drive,,,Staunton,VA,24401,38.17943121,-79.0557852,,
117,Carrsbrook Drive,,,Staunton,VA,24401,38.1791649,-79.05607517,,
118,Carrsbrook Drive,,,Staunton,VA,24401,38.18029808,-79.05620457,,
119,Carrsbrook Drive,,,Staunton,VA,24401,38.1789711,-79.05638519,,
121,Carrsbrook Drive,,,Staunton,VA,24401,38.17873401,-79.05669553,,
123,Carrsbrook Drive,,,Staunton,VA,24401,38.17880114,-79.0570587,,
125,Carrsbrook Drive,,,Staunton,VA,24401,38.17884497,-79.05742995,,
127,Carrsbrook Drive,,,Staunton,VA,24401,38.17899884,-79.05772634,,
131,Carrsbrook Drive,,,Staunton,VA,24401,38.17931352,-79.05828723,,
320,Carrsbrook Drive,,,Staunton,VA,24401,38.1814351,-79.05806686,,
100,Carter Court,,,Staunton,VA,24401,38.15175109,-79.06297315,,
200,Carter Court,,,Staunton,VA,24401,38.15224266,-79.06267744,,
409,Carter Street,,,Staunton,VA,24401,38.16363512,-79.07481388,,
410,Carter Street,,,Staunton,VA,24401,38.16342694,-79.07492709,,
411,Carter Street,,,Staunton,VA,24401,38.16367691,-79.07504998,,
412,Carter Street,,,Staunton,VA,24401,38.16344996,-79.07509654,,
414,Carter Street,,,Staunton,VA,24401,38.16348747,-79.07523285,,
