addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
127,North Jefferson Street,,2,Staunton,VA,24401,38.15096805,-79.07896197,,
127,North Jefferson Street,,,Staunton,VA,24401,38.15102659,-79.07887422,,
130,North Jefferson Street,,,Staunton,VA,24401,38.15089958,-79.07922607,,
132,North Jefferson Street,,,Staunton,VA,24401,38.15099026,-79.07924627,,
134,North Jefferson Street,,,Staunton,VA,24401,38.15088977,-79.07935299,,
136,North Jefferson Street,,,Staunton,VA,24401,38.15097229,-79.07936819,,
202,North Jefferson Street,,,Staunton,VA,24401,38.15124351,-79.07934399,,
205,North Jefferson Street,,A,Staunton,VA,24401,38.15131822,-79.07898738,,
205,North Jefferson Street,,B,Staunton,VA,24401,38.15127242,-79.07900809,,
205,North Jefferson Street,,C,Staunton,VA,24401,38.151226,-79.07887943,,
205,North Jefferson Street,,,Staunton,VA,24401,38.15128669,-79.07893925,,
208,North Jefferson Street,,,Staunton,VA,24401,38.15139971,-79.07937929,,
211,North Jefferson Street,,,Staunton,VA,24401,38.15144826,-79.07903028,,
213,North Jefferson Street,,,Staunton,VA,24401,38.15157667,-79.07904645,,
218,North Jefferson Street,,,Staunton,VA,24401,38.15163281,-79.07937485,,
219,North Jefferson Street,,,Staunton,VA,24401,38.15172699,-79.07906278,,
223,North Jefferson Street,,1,Staunton,VA,24401,38.15193449,-79.07908792,,
223,North Jefferson Street,,2,Staunton,VA,24401,38.15184226,-79.07907058,,
223,North Jefferson Street,,3,Staunton,VA,24401,38.15194511,-79.07897519,,
223,North Jefferson Street,,,Staunton,VA,24401,38.15189587,-79.07902783,,
227,North Jefferson Street,,A,Staunton,VA,24401,38.15204372,-79.07911456,,
227,North Jefferson Street,,B,Staunton,VA,24401,38.15207152,-79.07899229,,
227,North Jefferson Street,,C,Staunton,VA,24401,38.15197107,-79.07902996,,
227,North Jefferson Street,,,Staunton,VA,24401,38.15201775,-79.07903605,,
228,North Jefferson Street,,,Staunton,VA,24401,38.15204233,-79.07954589,,
229,North Jefferson Street,,,Staunton,VA,24401,38.15216102,-79.07911292,,
232,North Jefferson Street,,,Staunton,VA,24401,38.15218032,-79.07963781,,
240,North Jefferson Street,,,Staunton,VA,24401,38.15249409,-79.07951755,,
242,North Jefferson Street,,,Staunton,VA,24401,38.15263393,-79.07948053,,
250,North Jefferson Street,,,Staunton,VA,24401,38.1535685,-79.07908087,,
1,North Lewis Street,,,Staunton,VA,24401,38.14980975,-79.07442693,,
3,North Lewis Street,,,Staunton,VA,24401,38.14968367,-79.07460704,,
14,North Lewis Street,,,Staunton,VA,24401,38.14979744,-79.0748735,,
17,North Lewis Street,,,Staunton,VA,24401,38.14987542,-79.07465177,,
23,North Lewis Street,,,Staunton,VA,24401,38.15018827,-79.0744807,,
24,North Lewis Street,,,Staunton,VA,24401,38.15003041,-79.07505957,,
114,North Lewis Street,,,Staunton,VA,24401,38.1508511,-79.07504464,,
116,North Lewis Street,,,Staunton,VA,24401,38.15100401,-79.07517429,,
117,North Lewis Street,,,Staunton,VA,24401,38.15099038,-79.07459765,,
122,North Lewis Street,,,Staunton,VA,24401,38.15111744,-79.07509117,,
124,North Lewis Street,,1,Staunton,VA,24401,38.15116237,-79.07513759,,
124,North Lewis Street,,2,Staunton,VA,24401,38.15119394,-79.07513596,,
124,North Lewis Street,,3,Staunton,VA,24401,38.15124458,-79.07513221,,
124,North Lewis Street,,4,Staunton,VA,24401,38.15121727,-79.07518244,,
124,North Lewis Street,,,Staunton,VA,24401,38.15118477,-79.0752549,,
202,North Lewis Street,,,Staunton,VA,24401,38.1514195,-79.07507515,,
203,North Lewis Street,,,Staunton,VA,24401,38.15158864,-79.07455686,,
204,North Lewis Street,,,Staunton,VA,24401,38.15153495,-79.07509289,,
208,North Lewis Street,,,Staunton,VA,24401,38.15165045,-79.07510221,,
210,North Lewis Street,,,Staunton,VA,24401,38.15173034,-79.0751483,,
211,North Lewis Street,,,Staunton,VA,24401,38.15179266,-79.07492954,,
