addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
2008,Third Street,,,Staunton,VA,24401,38.15639042,-79.09240855,,
2009,Third Street,,,Staunton,VA,24401,38.15665234,-79.09240869,,
2014,Third Street,,,Staunton,VA,24401,38.15651612,-79.09282122,,
2101,Third Street,,,Staunton,VA,24401,38.15675653,-79.09270729,,
2107,Third Street,,,Staunton,VA,24401,38.15687496,-79.092998,,
2200,Third Street,,,Staunton,VA,24401,38.15668541,-79.09340705,,
2207,Third Street,,,Staunton,VA,24401,38.15709519,-79.09366703,,
2209,Third Street,,,Staunton,VA,24401,38.15718643,-79.09392711,,
2210,Third Street,,,Staunton,VA,24401,38.15685346,-79.09376452,,
2211,Third Street,,,Staunton,VA,24401,38.15728041,-79.09419787,,
2212,Third Street,,,Staunton,VA,24401,38.15693938,-79.09396772,,
2214,Third Street,,,Staunton,VA,24401,38.1570557,-79.09425997,,
2216,Third Street,,,Staunton,VA,24401,38.15713019,-79.09450215,,
2303,Third Street,,,Staunton,VA,24401,38.15775181,-79.09471684,,
2306,Third Street,,,Staunton,VA,24401,38.15741293,-79.09516167,,
2307,Third Street,,,Staunton,VA,24401,38.15759302,-79.09504947,,
2309,Third Street,,,Staunton,VA,24401,38.15763716,-79.09519549,,
2312,Third Street,,,Staunton,VA,24401,38.15750103,-79.09548567,,
2313,Third Street,,,Staunton,VA,24401,38.15775848,-79.09560502,,
2315,Third Street,,,Staunton,VA,24401,38.15784973,-79.09586155,,
2404,Third Street,,,Staunton,VA,24401,38.1578718,-79.09647987,,
2405,Third Street,,,Staunton,VA,24401,38.15814659,-79.09649989,,
2406,Third Street,,,Staunton,VA,24401,38.15790473,-79.09662224,,
2407,Third Street,,,Staunton,VA,24401,38.15816455,-79.09682687,,
2408,Third Street,,,Staunton,VA,24401,38.15795708,-79.0968074,,
2410,Third Street,,,Staunton,VA,24401,38.1580039,-79.09697475,,
2506,Third Street,,,Staunton,VA,24401,38.15834086,-79.0979971,,
2510,Third Street,,,Staunton,VA,24401,38.15846249,-79.09834625,,
