addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,name,fixme
102,Collinswood Drive,,,Staunton,VA,24401,38.17814259,-79.0913663,,
104,Collinswood Drive,,,Staunton,VA,24401,38.17814362,-79.09145059,,
106,Collinswood Drive,,,Staunton,VA,24401,38.17815309,-79.09156697,,
108,Collinswood Drive,,,Staunton,VA,24401,38.17825791,-79.09172867,,
110,Collinswood Drive,,,Staunton,VA,24401,38.17828352,-79.09185528,,
112,Collinswood Drive,,,Staunton,VA,24401,38.1783674,-79.09188257,,
113,Collinswood Drive,,,Staunton,VA,24401,38.17860199,-79.09173529,,
114,Collinswood Drive,,,Staunton,VA,24401,38.1784233,-79.09200835,,
115,Collinswood Drive,,,Staunton,VA,24401,38.17866579,-79.09182812,,
116,Collinswood Drive,,,Staunton,VA,24401,38.17851188,-79.09211324,,
117,Collinswood Drive,,,Staunton,VA,24401,38.17872537,-79.09190486,,
118,Collinswood Drive,,,Staunton,VA,24401,38.17858495,-79.09220032,,
119,Collinswood Drive,,,Staunton,VA,24401,38.17879436,-79.0919934,,
120,Collinswood Drive,,,Staunton,VA,24401,38.17864949,-79.09227981,,
121,Collinswood Drive,,,Staunton,VA,24401,38.17890657,-79.09212967,,
122,Collinswood Drive,,,Staunton,VA,24401,38.17871525,-79.09239432,,
200,Collinswood Drive,,,Staunton,VA,24401,38.17878823,-79.09251819,,
202,Collinswood Drive,,,Staunton,VA,24401,38.17885026,-79.09260371,,
204,Collinswood Drive,,,Staunton,VA,24401,38.17890758,-79.09269066,,
206,Collinswood Drive,,,Staunton,VA,24401,38.17898577,-79.0928044,,
208,Collinswood Drive,,,Staunton,VA,24401,38.17906363,-79.09293005,,
210,Collinswood Drive,,,Staunton,VA,24401,38.17913667,-79.09302378,,
212,Collinswood Drive,,,Staunton,VA,24401,38.17919935,-79.09309082,,
214,Collinswood Drive,,,Staunton,VA,24401,38.17925129,-79.09320435,,
300,Collinswood Drive,,,Staunton,VA,24401,38.18021719,-79.09438581,,
301,Collinswood Drive,,,Staunton,VA,24401,38.18019154,-79.09403379,,
302,Collinswood Drive,,,Staunton,VA,24401,38.18029649,-79.09433781,,
303,Collinswood Drive,,,Staunton,VA,24401,38.18027432,-79.09394704,,
304,Collinswood Drive,,,Staunton,VA,24401,38.18038744,-79.09432916,,
305,Collinswood Drive,,,Staunton,VA,24401,38.18034319,-79.09388797,,
306,Collinswood Drive,,,Staunton,VA,24401,38.18047147,-79.09423857,,
307,Collinswood Drive,,,Staunton,VA,24401,38.18040749,-79.09379673,,
308,Collinswood Drive,,,Staunton,VA,24401,38.1805653,-79.09415844,,
310,Collinswood Drive,,,Staunton,VA,24401,38.18064739,-79.09405009,,
312,Collinswood Drive,,,Staunton,VA,24401,38.1807134,-79.09391944,,
314,Collinswood Drive,,,Staunton,VA,24401,38.1807414,-79.09384425,,
316,Collinswood Drive,,,Staunton,VA,24401,38.1807496,-79.09365317,,
318,Collinswood Drive,,,Staunton,VA,24401,38.18071768,-79.09353641,,
320,Collinswood Drive,,,Staunton,VA,24401,38.18067097,-79.0934655,,
322,Collinswood Drive,,,Staunton,VA,24401,38.18057686,-79.09337214,,
324,Collinswood Drive,,,Staunton,VA,24401,38.18045367,-79.09324895,,
326,Collinswood Drive,,,Staunton,VA,24401,38.18035929,-79.0931651,,
328,Collinswood Drive,,,Staunton,VA,24401,38.18026329,-79.09312257,,
330,Collinswood Drive,,,Staunton,VA,24401,38.18019197,-79.09307359,,
332,Collinswood Drive,,,Staunton,VA,24401,38.18011536,-79.09300387,,
400,Collinswood Drive,,,Staunton,VA,24401,38.18003387,-79.09286379,,
402,Collinswood Drive,,,Staunton,VA,24401,38.17994033,-79.09280956,,
404,Collinswood Drive,,,Staunton,VA,24401,38.17987242,-79.09274011,,
406,Collinswood Drive,,,Staunton,VA,24401,38.17980015,-79.09267836,,
408,Collinswood Drive,,,Staunton,VA,24401,38.17970623,-79.09263274,,
410,Collinswood Drive,,,Staunton,VA,24401,38.17941496,-79.09237077,,
412,Collinswood Drive,,,Staunton,VA,24401,38.1793298,-79.09229355,,
414,Collinswood Drive,,,Staunton,VA,24401,38.17924834,-79.09224931,,
416,Collinswood Drive,,,Staunton,VA,24401,38.17912673,-79.09227721,,
418,Collinswood Drive,,,Staunton,VA,24401,38.17900615,-79.09222995,,
11,Collinswood Way,,,Staunton,VA,24401,38.17990624,-79.09362124,,
13,Collinswood Way,,,Staunton,VA,24401,38.17997465,-79.09352403,,
15,Collinswood Way,,,Staunton,VA,24401,38.18006113,-79.09342781,,
200,Commerce Road,,,Staunton,VA,24401,38.14695098,-79.06593173,,
201,Commerce Road,,,Staunton,VA,24401,38.14774458,-79.06619859,,
204,Commerce Road,,,Staunton,VA,24401,38.14697119,-79.06559167,,
290,Commerce Road,,,Staunton,VA,24401,38.14730825,-79.06388471,,
292,Commerce Road,,,Staunton,VA,24401,38.14735474,-79.06350654,,
294,Commerce Road,,,Staunton,VA,24401,38.14687466,-79.06360709,,
296,Commerce Road,,,Staunton,VA,24401,38.14647784,-79.06176482,,
297,Commerce Road,,B,Staunton,VA,24401,38.14650803,-79.06276594,,
298,Commerce Road,,,Staunton,VA,24401,38.14772409,-79.06170137,,
300,Commerce Road,,,Staunton,VA,24401,38.15063115,-79.06033936,,
400,Commerce Road,,,Staunton,VA,24401,38.15204714,-79.05960174,,
401,Commerce Road,,403,Staunton,VA,24401,38.15254463,-79.05760766,,
401,Commerce Road,,409,Staunton,VA,24401,38.15244262,-79.05739079,,
401,Commerce Road,,411,Staunton,VA,24401,38.15236432,-79.0572665,,
401,Commerce Road,,413,Staunton,VA,24401,38.15229914,-79.05713591,,
401,Commerce Road,,421,Staunton,VA,24401,38.15222292,-79.05697409,,
401,Commerce Road,,,Staunton,VA,24401,38.15219682,-79.05797135,,
403,Commerce Road,,,Staunton,VA,24401,38.15254721,-79.05745476,,
410,Commerce Road,,,Staunton,VA,24401,38.15323037,-79.05836439,,
412,Commerce Road,,,Staunton,VA,24401,38.1533324,-79.05836618,,
414,Commerce Road,,,Staunton,VA,24401,38.15331816,-79.05846801,,
416,Commerce Road,,,Staunton,VA,24401,38.15340604,-79.05846063,,
418,Commerce Road,,,Staunton,VA,24401,38.15340381,-79.05856304,,
420,Commerce Road,,,Staunton,VA,24401,38.15351945,-79.05853233,,
422,Commerce Road,,,Staunton,VA,24401,38.1535257,-79.05864573,,
424,Commerce Road,,,Staunton,VA,24401,38.15359937,-79.05862929,,
426,Commerce Road,,,Staunton,VA,24401,38.15360193,-79.05873367,,
430,Commerce Road,,,Staunton,VA,24401,38.15367889,-79.05871775,,
432,Commerce Road,,,Staunton,VA,24401,38.15377241,-79.05893391,,
434,Commerce Road,,,Staunton,VA,24401,38.15384131,-79.05891799,,
436,Commerce Road,,,Staunton,VA,24401,38.15376327,-79.05910072,,
438,Commerce Road,,,Staunton,VA,24401,38.1537137,-79.0592222,,
446,Commerce Road,,,Staunton,VA,24401,38.15395109,-79.05915571,,
450,Commerce Road,,,Staunton,VA,24401,38.15381949,-79.05939127,,
452,Commerce Road,,,Staunton,VA,24401,38.1538739,-79.05943971,,
454,Commerce Road,,,Staunton,VA,24401,38.15401262,-79.05956676,,
460,Commerce Road,,,Staunton,VA,24401,38.15352355,-79.05829566,,
464,Commerce Road,,,Staunton,VA,24401,38.15345833,-79.05820323,,
466,Commerce Road,,,Staunton,VA,24401,38.15341504,-79.05814333,,
